task_id,label,confidence,timestamp
3ccf2521,Clase_99,0.7269,2026-03-13T11:41:09.464386
485187ae,Clase_99,0.7242,2026-03-13T11:41:10.453860
a0c7c4f5,Clase_99,0.7247,2026-03-13T11:41:11.138886
e03ec094,Clase_99,0.7224,2026-03-13T11:41:11.640404
4a12299d,Clase_99,0.7249,2026-03-13T11:41:12.122264
fd077c5d,Clase_99,0.7249,2026-03-13T11:41:12.519895
cc3c857e,Clase_99,0.7253,2026-03-13T11:41:12.906756
7aa69fdc,Clase_99,0.7251,2026-03-13T11:41:13.251372
7b891242,Clase_99,0.7247,2026-03-13T11:41:13.593969
f361d04e,Clase_99,0.7247,2026-03-13T11:41:14.018601
18cb0d27,Clase_99,0.73,2026-03-13T11:41:19.153303
0071d0da,Clase_99,0.7257,2026-03-13T11:41:21.433002
c25c91c8,Clase_99,0.7228,2026-03-13T11:41:25.880950
ed50fd63,Clase_99,0.7266,2026-03-13T11:41:26.826712
81475ec1,Clase_99,0.7239,2026-03-13T11:41:28.321467
8e4c2ed2,Clase_99,0.7252,2026-03-13T11:41:30.138805
26f722b8,Clase_99,0.7294,2026-03-13T11:41:31.127221
78e642cb,Clase_99,0.7254,2026-03-13T11:41:32.603928
7354945f,Clase_99,0.7276,2026-03-13T11:41:33.684206
884c3222,Clase_99,0.7273,2026-03-13T11:41:35.639583
b04322da,Clase_99,0.7224,2026-03-13T11:41:36.792663
9a6a855b,Clase_99,0.7247,2026-03-13T11:41:40.441020
6a90f02f,Clase_99,0.7236,2026-03-13T11:41:41.382555
da40bc33,Clase_99,0.7238,2026-03-13T11:41:47.760126
c9b1373f,Clase_99,0.7216,2026-03-13T11:41:49.897769
1e201276,Clase_99,0.7251,2026-03-13T11:41:54.044112
b2531cdf,Clase_99,0.7251,2026-03-13T11:41:58.287505
80ecab27,Clase_99,0.7255,2026-03-13T11:42:00.469787
f9b90e41,Clase_99,0.7251,2026-03-13T11:42:01.236875
a3c8b136,Clase_99,0.7262,2026-03-13T11:42:01.904054
5e1c9cb7,Clase_99,0.7248,2026-03-13T11:42:03.821067
1b59aa48,Clase_99,0.7265,2026-03-13T11:42:04.852458
8e692e9d,Clase_99,0.7246,2026-03-13T11:42:06.411063
653e0e0f,Clase_99,0.7238,2026-03-13T11:42:07.043955
06a0b60c,Clase_99,0.728,2026-03-13T11:42:08.442298
cc499036,Clase_99,0.7256,2026-03-13T11:42:11.401274
1431e80c,Clase_99,0.727,2026-03-13T11:42:15.581673
2b684f33,Clase_99,0.7244,2026-03-13T11:42:17.500620
4e8fd38c,Clase_99,0.7236,2026-03-13T11:42:18.986186
13360f6f,Clase_99,0.7237,2026-03-13T11:42:23.629123
43d688b2,Clase_99,0.7251,2026-03-13T11:42:27.596162
489e9ef7,Clase_99,0.7248,2026-03-13T11:42:35.651049
c6cfbf9d,Clase_99,0.7245,2026-03-13T11:42:36.711850
017279b8,Clase_99,0.7265,2026-03-13T11:42:39.962056
3bb11140,Clase_99,0.7216,2026-03-13T11:42:41.266009
0a0953d7,Clase_99,0.7271,2026-03-13T11:42:42.752659
29ff8458,Clase_99,0.726,2026-03-13T11:42:45.834975
62055fc6,Clase_99,0.7272,2026-03-13T11:42:49.477660
da75e2e4,Clase_99,0.7238,2026-03-13T11:42:52.144516
ef048d00,Clase_99,0.7271,2026-03-13T11:42:54.854218
f7249672,Clase_99,0.7243,2026-03-13T11:42:55.841978
68bcbbe4,Clase_99,0.725,2026-03-13T11:42:57.908411
baf29f55,Clase_99,0.7227,2026-03-13T11:42:59.545423
bb1b012d,Clase_99,0.7272,2026-03-13T11:43:09.217742
88c87fa1,Clase_99,0.724,2026-03-13T11:43:10.393315
ebd3d5ce,Clase_99,0.7298,2026-03-13T11:43:14.141924
fa26a854,Clase_99,0.7257,2026-03-13T11:43:15.327897
315d76b0,Clase_99,0.7237,2026-03-13T11:43:16.104821
3471de4c,Clase_99,0.726,2026-03-13T11:43:17.116714
190d2732,Clase_99,0.7252,2026-03-13T11:43:18.061905
1c38538b,Clase_99,0.729,2026-03-13T11:43:20.826339
23971a45,Clase_99,0.7249,2026-03-13T11:43:22.038013
2e774ec5,Clase_99,0.7219,2026-03-13T11:43:24.198246
fb9de31f,Clase_99,0.7259,2026-03-13T11:43:27.151218
a73ba815,Clase_99,0.7254,2026-03-13T11:43:28.688458
834d29c1,Clase_99,0.724,2026-03-13T11:43:31.811055
183027ef,Clase_99,0.7249,2026-03-13T11:43:33.157768
fd12a07d,Clase_99,0.7262,2026-03-13T11:43:34.532559
33f39f2f,Clase_99,0.7253,2026-03-13T11:43:35.555453
f8cf3a87,Clase_99,0.7306,2026-03-13T11:43:35.962008
a15812af,Clase_99,0.7243,2026-03-13T11:43:43.743528
603dd6ef,Clase_99,0.725,2026-03-13T11:43:45.303246
66533572,Clase_99,0.7268,2026-03-13T11:43:46.453508
cff59dc8,Clase_99,0.718,2026-03-13T11:43:49.178715
